,글쎄요,보고싶어요,참여인원,평점,title,y,런타임,장르,개봉일,등급,개봉년도,개봉월
230,230,1309,76,6.67,깡치 (Kkangchi),0,90,"['느와르', '액션']",['2016.09.08'],청소년,2016,9
231,2,16,12,9.75,껍데기 (Peels),0,51,[''],[],,0,0
232,0,0,590,8.41,꼭두각시 (The Puppet),1,85,"['공포', '스릴러']",['2013.06.20'],청소년,2013,6
233,0,0,3523,4.75,꽃미남 연쇄 테러사건 (Attack on the Pin-up Boys),0,81,"['미스터리', '코미디']",['2007.07.26'],12세,2007,7
234,157,252,28,3.96,꽃보다처녀귀신,0,103,[''],['2015.01.15'],청소년,2015,1
235,0,0,16,9.06,꽃비 (Sadness in Beauty),0,79,['드라마'],['2010.04.01'],청소년,2010,4
236,1063,6730,325,7.47,꾼 (The Swindlers),1,117,['범죄'],['2017.11.22'],15세,2017,11
237,54,277,12,9.08,꿈보다 해몽 (A Matter of Interpretation),0,98,"['드라마', '코미디']",['2015.02.12'],15세,2015,2
238,0,0,174,5.9,꿈은 이루어진다,0,113,"['코미디', '드라마']",['2010.05.27'],15세,2010,5
239,92,543,74,8.3,꿈의 제인 (Jane),0,104,['드라마'],['2017.05.31'],청소년,2017,5
240,5,2,40,6.52,나가요 미스콜,0,104,"['멜로/로맨스', '코미디']",['2014.03.13'],청소년,2014,3
241,0,0,278,9.06,나는 갈매기 (Flying Giants),0,85,['다큐멘터리'],['2009.09.26'],전체,2009,9
242,31,1131,126,9.81,나는 고양이로소이다 (I am a Cat),0,90,['다큐멘터리'],['2017.06.08'],전체,2017,6
243,0,0,15,9.07,나는 곤경에 처했다! (I'm In Trouble!),0,98,"['코미디', '드라마']",['2009.12.10'],청소년,2009,12
244,0,0,66,9.15,나는 공무원이다 (Dangerously Excited),0,101,"['코미디', '드라마']",['2012.07.12'],전체,2012,7
245,0,0,11,8.27,나는 나를 파괴할 권리가 있다 (My Right To Ravage Myself),0,92,"['미스터리', '멜로/로맨스']",['2005.04.15'],청소년,2005,4
246,0,0,150,7.87,나는 아빠다 (I am Father),0,99,"['액션', '드라마', '범죄']",['2011.04.14'],청소년,2011,4
247,0,0,93,7.62,나는 왕이로소이다 (I am the King),0,120,"['드라마', '코미디']",['2012.08.08'],12세,2012,8
248,52,362,25,9.28,나는 증인이다 (我是?人),0,112,"['미스터리', '스릴러']",['2016.09.14'],15세,2016,9
249,0,0,24,8.33,나는 행복합니다,0,113,['드라마'],['2009.11.26'],15세,2009,11
250,18,81,16,8.75,나도 때론 포르노그라피의 주인공이고 싶다 (WET DREAM),0,82,['멜로/로맨스'],['2015.11.12'],청소년,2015,11
251,937,6851,236,8.35,나를 잊지 말아요 (Remember You),1,106,['멜로/로맨스'],['2016.01.07'],15세,2016,1
252,0,0,16,8.31,나무없는 산 (Treeless Mountain),0,89,['드라마'],['2009.08.27'],전체,2009,8
253,0,0,17,8.18,나비와 바다 (Sea of Butterfly),0,89,['다큐멘터리'],['2013.01.24'],12세,2013,1
254,1,7,29,8.69,나쁜 교육 (Bad Education),0,22,"['드라마', '코미디']",[],15세,0,0
255,6183,11088,1875,4.01,나쁜 나라 (Cruel State),0,120,['다큐멘터리'],['2015.12.03'],,2015,12
256,0,0,17,7.59,나쁜 놈이 더 잘 잔다 (A Good Night Sleep For The Bad),0,85,"['범죄', '드라마', '액션', '느와르']",['2010.06.24'],청소년,2010,6
257,173,327,50,6.32,나쁜 수업 (Bad Class),0,106,['드라마'],[],청소년,0,0
258,0,0,63,9.23,나쁜 피 (Dirty Blood),0,130,['범죄'],['2012.11.01'],청소년,2012,11
259,0,0,478,8.79,나의 PS 파트너 (My PS Partner),1,114,"['멜로/로맨스', '코미디']",['2012.12.06'],청소년,2012,12
260,0,0,103,9.21,나의 결혼 원정기 (Wedding Campaign),1,120,"['드라마', '멜로/로맨스', '코미디']",['2005.11.23'],12세,2005,11
261,0,0,13,9.31,나의 노래는 (My Song Is...),0,80,['드라마'],['2008.04.25'],12세,2008,4
262,761,2953,978,8.46,나의 독재자 (My Dictator),0,127,['드라마'],['2014.10.30'],15세,2014,10
263,0,0,12,10.0,나의 마음은 지지 않았다 (My Heart Is Not Broken Yet),0,95,"['다큐멘터리', '드라마']",['2009.02.26'],12세,2009,2
264,921,8499,285,9.17,"나의 사랑 나의 신부 (My Love, My Bride)",1,111,"['멜로/로맨스', '코미디']",['2014.10.08'],15세,2014,10
265,20,458,77,9.45,나의 살던 고향은 (GOGURYEO),0,95,['다큐멘터리'],['2016.11.24'],전체,2016,11
266,0,0,16,9.69,나의 스캔들,0,92,"['멜로/로맨스', '드라마']",['2008.03.27'],15세,2008,3
267,12,75,32,9.25,나의 싸움 (My fighting life),0,39,[''],[],,0,0
268,16,153,14,9.79,"나의 아들, 나의 어머니 (Where Is My Son?)",0,70,['다큐멘터리'],['2015.12.17'],전체,2015,12
269,10,95,19,8.84,나의 연기 워크샵 (Hyeon’s Quartet),0,118,[''],['2017.12.28'],15세,2017,12
270,530,1791,318,9.06,나의 절친 악당들 (Intimate Enemies),1,110,"['액션', '범죄', '드라마']",['2015.06.25'],청소년,2015,6
271,201,518,37,8.43,나인뮤지스; 그녀들의 서바이벌 (9 Muses Of Star Empire),0,82,['다큐멘터리'],['2014.09.25'],12세,2014,9
272,278,946,63,8.11,나홀로 휴가 (A Break Alone),0,95,['멜로/로맨스'],['2016.09.22'],청소년,2016,9
273,0,0,16,7.31,낙원-파라다이스 (Paradise),0,110,"['멜로/로맨스', '드라마']",['2009.11.26'],12세,2009,11
274,0,0,22,9.18,낙타는 말했다 (A Camel Doesn’t Leave Desert),0,75,['드라마'],['2009.11.12'],청소년,2009,11
275,8,38,11,9.82,낚시 (Fishing),0,20,"['드라마', '멜로/로맨스']",[],,0,0
276,3,18,12,7.67,난 널 알아 (I know you),0,35,[''],[],,0,0
277,392,4353,116,8.16,"날, 보러와요 (INSANE)",1,91,"['미스터리', '스릴러']",['2016.04.07'],청소년,2016,4
278,0,0,89,7.06,날나리 종부전 (The Taming of the Shrew),0,110,['코미디'],['2008.05.22'],12세,2008,5
279,3,2,45,9.0,날아간 뻥튀기 (Puff The Rice),0,15,['드라마'],[],15세,0,0
280,0,0,27,9.56,"날아라 펭귄 (Fly, Penguin)",0,110,['드라마'],['2009.09.24'],전체,2009,9
281,0,0,97,8.72,날아라 허동구 (Bunt),0,96,"['가족', '코미디', '드라마']",['2007.04.26'],전체,2007,4
282,1234,10545,259,8.52,남과 여 (A Man and A Woman),1,115,['멜로/로맨스'],['2016.02.25'],청소년,2016,2
283,0,0,303,8.46,남극일기 (Antarctic Journal),0,114,"['미스터리', '공포']",['2005.05.19'],15세,2005,5
284,30,110,14,7.43,남녀의 궁합,0,92,['멜로/로맨스'],['2016.05.19'],청소년,2016,5
285,0,0,1068,6.83,남영동1985 (Namyeong-dong1985),1,106,['드라마'],['2012.11.22'],15세,2012,11
286,0,0,1107,8.91,남자사용설명서 (How to Use Guys with Secret Tips),0,116,"['멜로/로맨스', '코미디']",['2013.02.14'],15세,2013,2
287,0,0,373,8.73,남쪽으로 튀어 (South Bound),0,121,"['드라마', '코미디']",['2013.02.06'],15세,2013,2
288,2005,8809,717,8.26,남한산성 (南漢山城),0,139,['드라마'],['2017.10.03'],15세,2017,10
289,0,0,31,9.2,낭만파 남편의 편지 (Love in 42.9),0,97,"['미스터리', '멜로/로맨스']",['2013.09.12'],청소년,2013,9
290,7,18,11,8.27,낮과 밤 (Lights in the Dusk),0,16,['드라마'],[],,0,0
291,0,0,49,8.04,낮술 (Daytime Drinking),0,115,"['드라마', '코미디']",['2009.02.05'],15세,2009,2
292,0,0,74,8.78,내 깡패 같은 애인 (My Dear Desperado),0,105,"['코미디', '드라마', '멜로/로맨스']",['2010.05.20'],15세,2010,5
293,0,0,128,9.09,내 남자의 순이,1,91,['코미디'],['2010.05.27'],15세,2010,5
294,0,0,75,8.76,"내 눈에 콩깍지 (The Relation Of Face, Mind And Love)",0,107,"['멜로/로맨스', '코미디']",['2009.11.05'],12세,2009,11
295,0,0,36,8.0,내 머리 속의 지우개 (A Moment To Remember),1,117,"['멜로/로맨스', '코미디', '드라마']",['2004.11.05'],12세,2004,11
296,0,0,930,9.74,내 사랑 내 곁에 (Closer To Heaven),1,121,['드라마'],['2009.09.24'],12세,2009,9
297,0,0,36,3.83,내 사랑 싸가지 (100 Days With Mr. Arrogant),0,95,"['코미디', '멜로/로맨스']",['2004.01.16'],12세,2004,1
298,0,0,202,8.74,내 생애 가장 아름다운 일주일 (All For Love),1,129,"['드라마', '코미디', '멜로/로맨스']",['2005.10.07'],15세,2005,10
299,0,0,149,5.72,내 생애 최악의 남자 (The Worst Man Of My Life),0,109,"['코미디', '멜로/로맨스']",['2007.08.30'],15세,2007,8
300,0,0,128,9.13,내 아내의 모든 것 (All About My Wife),1,121,"['멜로/로맨스', '코미디']",['2012.05.17'],15세,2012,5
301,21,39,14,4.79,내 아내의 새엄마,0,81,"['멜로/로맨스', '드라마']",[],청소년,0,0
302,36,56,22,4.45,내 아내의 언니,0,97,['멜로/로맨스'],[],청소년,0,0
303,19,37,10,7.2,내 아내의 친구,0,75,['멜로/로맨스'],[],청소년,0,0
304,0,0,37,7.38,내 여자의 남자친구 (My Girls Boy),0,98,"['멜로/로맨스', '드라마']",['2007.03.22'],청소년,2007,3
305,32,62,23,4.78,내 여자의 엄마,0,85,"['드라마', '멜로/로맨스']",[],청소년,0,0
306,0,0,43,6.95,내 여자친구를 소개합니다 (Windstruck),0,123,['멜로/로맨스'],['2004.06.03'],15세,2004,6
307,80,514,111,8.96,내 연애의 기억 (My Ordinary Love Story),0,93,"['멜로/로맨스', '코미디']",['2014.08.20'],청소년,2014,8
308,28,131,23,6.96,내 이웃의 아내,0,80,['멜로/로맨스'],['2016.07.28'],청소년,2016,7
309,0,0,83,8.99,내 청춘에게 고함 (Don't Look Back),0,126,['드라마'],['2006.07.13'],청소년,2006,7
310,18,341,14,9.57,"내 친구 정일우 (Jung il-woo, My Friend)",0,84,['다큐멘터리'],['2017.10.26'],전체,2017,10
311,17,26,10,3.3,내 친구의 남편,0,88,"['멜로/로맨스', '드라마']",[],청소년,0,0
312,16,67,12,5.5,내 친구의 아내 2,0,84,"['멜로/로맨스', '드라마']",['2016.12.29'],청소년,2016,12
313,61,163,18,6.11,내 학생의 엄마,0,80,['멜로/로맨스'],[],청소년,0,0
314,4,14,12,5.75,내 학생의 엄마 2,0,71,['멜로/로맨스'],[],,0,0
315,0,0,31,8.03,내가 고백을 하면 (The Winter of the Year was Warm),0,100,"['드라마', '멜로/로맨스']",['2012.11.15'],15세,2012,11
316,0,0,875,9.04,내가 살인범이다 (Confession of Murder),1,119,"['액션', '스릴러']",['2012.11.08'],청소년,2012,11
317,64,1072,68,9.07,내게 남은 사랑을 (My Last Love),0,111,['드라마'],['2017.11.02'],12세,2017,11
318,5619,12198,1312,7.77,내부자들 (Inside Men),1,130,"['범죄', '드라마']",['2015.11.19'],청소년,2015,11
319,50,218,43,6.53,내비게이션 (Navigation),0,82,"['공포', '스릴러']",['2014.07.03'],청소년,2014,7
320,4,10,10,9.5,너는 모른다 (You Don't Understand),0,27,['드라마'],[],,0,0
321,0,0,689,8.89,너는 펫,1,110,"['멜로/로맨스', '코미디']",['2011.11.10'],12세,2011,11
322,397,3993,739,9.38,널 기다리며 (Missing You),1,108,['스릴러'],['2016.03.10'],청소년,2016,3
323,104,1086,250,9.72,넛잡 2 (The Nut Job 2: Nutty by Nature),0,91,"['애니메이션', '모험', '코미디', '가족', '', '']",['2017.10.03'],전체,2017,10
324,0,0,404,8.94,넛잡: 땅콩 도둑들 (The Nut Job),0,86,"['애니메이션', '모험', '코미디', '가족']",['2014.01.29'],전체,2014,1
325,7,14,26,8.96,네 쌍둥이 자살 (Suicide Of The Quadruplets),0,21,['드라마'],[],,0,0
326,0,0,89,8.64,네모난원 (paradox circle),0,100,['드라마'],['2012.12.06'],15세,2012,12
327,0,0,17,9.41,네버다이 버터플라이 (Neverdie Butterfly),0,93,['드라마'],['2013.10.17'],15세,2013,10
328,0,0,99,9.25,네버엔딩 스토리 (Never Ending Story),0,114,"['멜로/로맨스', '코미디']",['2012.01.18'],15세,2012,1
329,79,88,15,4.33,녀녀녀,0,95,"['멜로/로맨스', '코미디']",['2014.04.10'],청소년,2014,4
330,0,0,12,5.42,노랑머리 - 플라스틱 섹스,0,62,"['에로', '멜로/로맨스']",['2013.08.01'],청소년,2013,8
331,0,0,358,8.7,노리개 (Norigae),0,95,['드라마'],['2013.04.18'],청소년,2013,4
332,3322,45099,2201,8.33,노무현입니다 (OUR PRESIDENT),1,109,['다큐멘터리'],['2017.05.25'],12세,2017,5
333,0,0,2230,9.11,노브레싱 (No Breathing),0,118,['드라마'],['2013.10.30'],15세,2013,10
334,0,10,11,8.36,노스페이스 (No Space),0,25,['드라마'],[],,0,0
335,37,151,30,7.73,"노후 대책 없다 (No Money, No Future)",0,101,['다큐멘터리'],['2017.06.29'],15세,2017,6
336,0,0,22,7.95,녹색의자 2013 - 러브 컨셉츄얼리 (Green Chair 2013 - Love Conceptually),0,97,"['멜로/로맨스', '드라마']",['2013.10.31'],청소년,2013,10
337,34,329,33,9.82,녹화중이야 (Recording),0,93,['멜로/로맨스'],['2017.03.02'],15세,2017,3
338,25,220,28,8.79,논픽션 다이어리 (Non-fiction Diary),0,93,"['다큐멘터리', '범죄']",['2014.07.17'],15세,2014,7
339,0,0,357,4.79,누가 그녀와 잤을까? (Who Slept With Her),0,109,['코미디'],['2006.11.16'],15세,2006,11
340,0,0,15,8.0,누구나 제 명에 죽고 싶다 (Your Time Is Up),0,85,"['드라마', '액션']",['2013.03.14'],청소년,2013,3
341,33,571,35,9.8,누구에게나 찬란한 (Glory For Everyone),0,87,['다큐멘터리'],['2014.11.06'],전체,2014,11
342,0,0,56,8.86,누구의 딸도 아닌 해원 (Nobody’s Daughter Haewon),0,90,['드라마'],['2013.02.28'],청소년,2013,2
343,166,377,42,6.26,누나 친구,0,95,['멜로/로맨스'],[],청소년,0,0
344,32,65,15,4.27,누나 친구 2,0,83,['멜로/로맨스'],['2017.06.01'],청소년,2017,6
345,309,3833,80,8.72,눈길 (Snowy Road),0,121,['드라마'],['2017.03.01'],15세,2017,3
346,199,4474,443,9.81,눈발 (A Stray Goat),0,91,['드라마'],['2017.03.01'],15세,2017,3
347,0,0,132,8.86,눈부신 날에 (Shiny Day),0,113,['드라마'],['2007.04.19'],15세,2007,4
348,0,7,10,9.6,눈부신 밤 (A Glaring Night),0,28,[''],[],,0,0
349,0,0,11,9.64,눈부신 하루 (One Shining Day),0,133,"['드라마', '판타지', '멜로/로맨스']",['2006.02.23'],15세,2006,2
350,0,0,155,8.84,눈에는 눈 이에는 이 (Eye For An Eye),0,101,"['범죄', '액션', '스릴러']",['2008.07.31'],15세,2008,7
351,0,0,1167,9.28,늑대소년 (A Werewolf Boy),1,125,"['멜로/로맨스', '드라마', '판타지']","['2012.12.06', '2012.10.31']",15세,2012,12
352,0,0,118,7.92,늑대의 유혹 (Romance Of Their Own),1,113,"['멜로/로맨스', '드라마']",['2004.07.22'],12세,2004,7
353,24,244,15,9.4,늙은 자전거 (Old Bicycle),0,106,"['가족', '드라마']",['2015.11.12'],전체,2015,11
354,315,8651,192,9.8,"님아, 그 강을 건너지 마오 (My Love, Don't Cross That River)",1,86,['다큐멘터리'],['2014.11.27'],전체,2014,11
355,0,0,196,9.1,님은 먼곳에 (Sunny),1,126,"['전쟁', '드라마', '모험']",['2008.07.24'],15세,2008,7
356,118,625,23,6.26,다른 길이 있다 (Another Way),0,90,"['멜로/로맨스', '드라마']",['2017.01.19'],15세,2017,1
357,0,0,20,8.85,다른나라에서 (In another country),0,89,['드라마'],['2012.05.31'],청소년,2012,5
358,0,0,4469,3.2,다세포 소녀 (Dasepo Naughty Girl),1,111,"['코미디', '멜로/로맨스']",['2006.08.10'],15세,2006,8
359,0,0,31,8.84,다슬이 (Lovable),0,86,['드라마'],['2011.11.24'],전체,2011,11
360,35,834,70,9.36,다시 태어나도 우리 (Becoming Who I Was),0,95,['다큐멘터리'],['2017.09.27'],전체,2017,9
361,100,1886,132,9.58,"다시, 벚꽃",0,99,['다큐멘터리'],['2017.04.06'],12세,2017,4
362,343,1407,90,9.26,다우더 (Daughter),0,84,"['가족', '드라마']",['2014.11.06'],15세,2014,11
363,10,48,15,8.07,다이너마이트맨 (Dynamite Man),0,100,[''],[],,0,0
364,111,646,96,9.42,다이노 타임 (Dino Mom),0,85,"['애니메이션', '모험', '코미디', '가족', '']",['2015.04.30'],전체,2015,4
365,88,606,82,8.95,다이노X 탐험대 (DINO X EXPEDITION),0,70,"['애니메이션', '다큐멘터리']",['2016.05.04'],전체,2016,5
366,9024,8929,2443,3.09,다이빙벨 (The Truth Shall Not Sink with Sewol),0,77,['다큐멘터리'],"['2015.04.16', '2014.10.23']",15세,2015,4
367,0,0,217,8.17,다찌마와 리 - 악인이여 지옥행 급행열차를 타라! (Dachimawa Lee),0,99,['액션웹무비'],['2008.08.14'],12세,2008,8
368,7,19,100,9.81,다트 (Dart),0,10,['애니메이션'],[],,0,0
369,0,0,275,8.32,닥터 (DOCTOR),0,97,"['스릴러', '공포']",['2013.06.20'],청소년,2013,6
370,0,0,63,9.7,달려라 자전거,0,88,"['멜로/로맨스', '드라마']",['2008.08.07'],전체,2008,8
371,0,0,45,9.98,달빛 길어올리기,0,118,['드라마'],['2011.03.17'],15세,2011,3
372,1015,1760,1101,6.41,달빛궁궐 (Lost in the moonlight),0,80,"['애니메이션', '판타지', '모험']",['2016.09.07'],전체,2016,9
373,0,29,10,7.2,달이 기울면 (When the moon is on the wane),0,24,['드라마'],[],,0,0
374,0,0,281,8.89,"달콤, 살벌한 연인 (My Scary Girl)",1,110,"['멜로/로맨스', '코미디', '스릴러', '범죄']",['2006.04.06'],청소년,2006,4
375,0,0,77,7.99,달콤한 거짓말 (Lost And Found),0,113,"['코미디', '멜로/로맨스']",['2008.12.18'],12세,2008,12
376,0,0,11,8.82,달팽이의 별 (Planet Of Snail),0,85,"['멜로/로맨스', '다큐멘터리']",['2012.03.22'],전체,2012,3
377,874,8363,1807,9.48,"당신, 거기 있어줄래요 (Will You Be There?)",1,111,"['판타지', '드라마']",['2016.12.14'],12세,2016,12
378,2105,656,263,3.47,당신자신과 당신의 것 (Yourself and Yours),0,86,['드라마'],['2016.11.10'],청소년,2016,11
379,3,13,21,9.43,당일배송 (Express Delivery),0,10,['애니메이션'],[],,0,0
380,2,8,13,9.92,닿을 수 없는 곳 (Somewhere Unreached),0,29,['드라마'],[],,0,0
381,284,1029,269,7.32,대결 (Duel:The Final Round),0,97,['액션'],['2016.09.22'],15세,2016,9
382,581,2929,514,9.09,대립군 (WARRIORS OF THE DAWN),0,130,['드라마'],['2017.05.31'],15세,2017,5
383,291,2352,186,9.01,대배우 (THE GREAT ACTOR),0,108,['코미디'],['2016.03.30'],12세,2016,3
384,744,3259,505,6.7,대장 김창수 (MAN OF WILL),0,115,['드라마'],['2017.10.19'],12세,2017,10
385,4,8,32,6.78,대한민국 여자 (A Woman In The Republic Of Korea),0,10,"['공포', '스릴러']",[],15세,0,0
386,0,0,70,7.89,"대한이, 민국씨 (Mr. Daehan, Mr. Mingook)",0,102,['코미디'],['2008.02.14'],15세,2008,2
387,1702,8397,553,8.28,대호 (大虎),0,139,['드라마'],['2015.12.16'],12세,2015,12
388,0,0,40,5.12,댄서김의 은밀한 교수법,0,50,"['미스터리', '멜로/로맨스']",['2013.10.02'],청소년,2013,10
389,0,0,486,8.86,댄서의 순정 (Dancing Princess),1,110,"['드라마', '코미디']",['2005.04.28'],12세,2005,4
390,0,0,191,8.52,댄싱퀸 (Dancing Queen),1,124,"['코미디', '드라마']",['2012.01.18'],12세,2012,1
391,0,0,146,9.57,더 데이 (The Day),0,90,['다큐멘터리'],['2012.02.23'],전체,2012,2
392,155,33,32,1.94,더 배틀 오브 광주 (The Battle of Gwangju),0,121,['판타지'],[],,0,0
393,1,35,60,9.72,더 브라스 퀸텟 (The Brass Quintet),0,31,['드라마'],[],12세,0,0
394,0,0,476,8.61,더 웹툰: 예고살인 (Killer Toon),0,104,"['공포', '스릴러']",['2013.06.27'],15세,2013,6
395,1,3,15,7.67,더 카메라 (The Camera),0,17,[''],[],,0,0
396,0,0,281,8.8,더 킥 (The Kick),0,105,['액션'],['2011.11.03'],12세,2011,11
397,2089,17679,1088,8.54,더 킹 (The King),1,134,"['범죄', '드라마']",['2017.01.18'],15세,2017,1
398,228,1296,130,8.65,더 테너 리리코 스핀토 (The Tenor - Lirico Spinto),0,121,['드라마'],"['2015.09.07', '2014.12.31']",12세,2015,9
399,0,0,2054,7.63,"더 테러 라이브 (The Terror, LIVE)",1,97,"['스릴러', '드라마']",['2013.07.31'],15세,2013,7
400,202,3207,130,9.06,더 테이블 (The Table),0,70,['드라마'],['2017.08.24'],12세,2017,8
401,0,0,536,9.02,더 파이브 (The Fives),1,123,"['스릴러', '드라마']",['2013.11.14'],청소년,2013,11
402,480,5205,524,9.25,더 폰 (The Phone),1,114,"['액션', '스릴러']",['2015.10.22'],15세,2015,10
403,1145,20349,3431,9.62,더 플랜 (The Plan),0,102,['다큐멘터리'],['2017.04.20'],15세,2017,4
404,604,1647,248,8.47,덕수리 5형제 (A Dynamite Family),0,102,"['코미디', '스릴러']",['2014.12.04'],15세,2014,12
405,2180,20348,1858,8.23,덕혜옹주 (The Last Princess),1,127,"['서사', '드라마']",['2016.08.03'],12세,2016,8
406,25,536,28,8.04,던전앤파이터 - 열정 (Dungeon & Fighter - Passion),0,3,['애니메이션'],[],,0,0
407,131,282,23,3.17,덫 (Trap),0,81,"['멜로/로맨스', '스릴러']",['2017.07.13'],청소년,2017,7
408,38,124,14,8.29,덫: 치명적인 유혹 (Trap),0,107,"['스릴러', '멜로/로맨스']",['2015.09.17'],청소년,2015,9
